name,created_at,download_count
openponk-class-editor-linux-nightly.zip,2024-10-17T16:50:26Z,0
openponk-class-editor-mac-intel-nightly.zip,2024-10-17T16:50:26Z,0
openponk-class-editor-mac-m1-nightly.zip,2024-10-17T16:50:25Z,0
openponk-class-editor-win-nightly.zip,2024-10-17T16:50:24Z,0
